Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Weapon Used,Case Closed,Risk
267,13-01-2020,1/12/2020,8:13:00,Nagpur,ILLEGAL POSSESSION,71,F,Explosives,No,High
268,14-01-2020,1/12/2020,23:31:00,Kanpur,KIDNAPPING,16,F,Knife,Yes,High
269,12/1/2020,1/12/2020,8:35:00,Surat,ROBBERY,71,M,Other,No,Low
270,15-01-2020,1/12/2020,7:42:00,Srinagar,SHOPLIFTING,50,M,Explosives,Yes,High
271,13-01-2020,1/12/2020,8:31:00,Indore,DRUG OFFENSE,38,M,Blunt Object,No,Low
272,14-01-2020,1/12/2020,23:49:00,Hyderabad,PUBLIC INTOXICATION,39,F,Knife,Yes,Medium
273,13-01-2020,1/12/2020,11:51:00,Delhi,IDENTITY THEFT,36,M,Other,No,Low
274,14-01-2020,1/12/2020,14:37:00,Bangalore,VEHICLE - STOLEN,56,F,,No,Low
275,14-01-2020,1/12/2020,4:01:00,Bhopal,TRAFFIC VIOLATION,78,M,Blunt Object,No,Low
276,14-01-2020,1/12/2020,6:07:00,Ahmedabad,ASSAULT,21,M,Other,No,High
277,12/1/2020,1/12/2020,10:15:00,Indore,ASSAULT,10,F,Poison,No,High
278,15-01-2020,1/12/2020,13:29:00,Bhopal,TRAFFIC VIOLATION,44,F,Knife,No,Medium
279,14-01-2020,1/12/2020,4:56:00,Chennai,TRAFFIC VIOLATION,58,M,Knife,Yes,Medium
280,13-01-2020,1/12/2020,4:19:00,Ludhiana,KIDNAPPING,45,F,Blunt Object,Yes,High
281,15-01-2020,1/12/2020,10:14:00,Srinagar,FIREARM OFFENSE,12,F,Poison,No,Medium
282,13-01-2020,1/12/2020,0:49:00,Ludhiana,FRAUD,62,F,Other,Yes,Medium
283,13-01-2020,1/12/2020,1:20:00,Ludhiana,BURGLARY,48,F,Blunt Object,No,Medium
284,14-01-2020,1/12/2020,3:34:00,Mumbai,ARSON,55,F,,Yes,Low
285,14-01-2020,1/12/2020,15:38:00,Indore,ASSAULT,70,F,Blunt Object,No,High
286,15-01-2020,1/12/2020,5:53:00,Mumbai,SHOPLIFTING,38,M,Other,Yes,Low
287,13-01-2020,1/12/2020,16:05:00,Pune,VEHICLE - STOLEN,12,F,Explosives,Yes,High
288,14-01-2020,1/12/2020,1:39:00,Bangalore,IDENTITY THEFT,30,F,Firearm,Yes,High
289,14-01-2020,1/13/2020 0:00,15:29:00,Chennai,ILLEGAL POSSESSION,25,F,Blunt Object,Yes,Low
290,15-01-2020,1/13/2020 1:00,10:14:00,Ahmedabad,EXTORTION,22,F,Other,No,Medium
291,13-01-2020,1/13/2020 2:00,8:25:00,Chennai,SHOPLIFTING,69,F,Explosives,No,High
292,15-01-2020,1/13/2020 3:00,20:23:00,Chennai,BURGLARY,31,F,Poison,No,Medium
293,14-01-2020,1/13/2020 4:00,11:50:00,Thane,BURGLARY,59,M,Poison,No,Medium
294,14-01-2020,1/13/2020 5:00,10:55:00,Chennai,ASSAULT,51,F,Blunt Object,Yes,High
295,15-01-2020,1/13/2020 6:00,11:43:00,Bangalore,DOMESTIC VIOLENCE,48,M,Poison,Yes,Medium
296,13-01-2020,1/13/2020 7:00,13:14:00,Kolkata,VANDALISM,62,M,Other,Yes,Low
297,13-01-2020,1/13/2020 8:00,16:27:00,Delhi,TRAFFIC VIOLATION,50,M,Explosives,No,High
298,15-01-2020,1/13/2020 9:00,4:47:00,Kolkata,IDENTITY THEFT,32,M,Explosives,Yes,High
299,15-01-2020,1/13/2020 10:00,4:55:00,Srinagar,SEXUAL ASSAULT,40,F,Other,No,Low
300,15-01-2020,1/13/2020 11:00,4:57:00,Nagpur,ROBBERY,55,F,Blunt Object,Yes,Low
301,16-01-2020,1/13/2020 12:00,8:43:00,Jaipur,IDENTITY THEFT,64,M,,No,Low
302,16-01-2020,1/13/2020 13:00,0:49:00,Chennai,ARSON,59,F,,Yes,Low
303,13-01-2020,1/13/2020 14:00,21:22:00,Kanpur,DOMESTIC VIOLENCE,12,F,Blunt Object,No,Low
304,15-01-2020,1/13/2020 15:00,20:23:00,Kalyan,PUBLIC INTOXICATION,30,F,,Yes,Low
305,13-01-2020,1/13/2020 16:00,16:47:00,Pune,TRAFFIC VIOLATION,13,F,Knife,Yes,Medium
306,14-01-2020,1/13/2020 17:00,7:31:00,Faridabad,FIREARM OFFENSE,27,M,Poison,No,Medium
307,14-01-2020,1/13/2020 18:00,22:40:00,Kanpur,TRAFFIC VIOLATION,50,F,Firearm,Yes,High
308,15-01-2020,1/13/2020 19:00,7:24:00,Indore,COUNTERFEITING,66,F,Other,No,Low
309,14-01-2020,1/13/2020 20:00,17:26:00,Bangalore,SEXUAL ASSAULT,26,M,Firearm,Yes,High
310,15-01-2020,1/13/2020 21:00,16:26:00,Ahmedabad,DOMESTIC VIOLENCE,35,F,Poison,Yes,Medium
311,16-01-2020,1/13/2020 22:00,16:21:00,Delhi,DRUG OFFENSE,29,F,,Yes,Low
312,15-01-2020,1/13/2020 23:00,12:22:00,Kolkata,ARSON,32,F,Firearm,No,High
313,15-01-2020,1/14/2020 0:00,16:05:00,Bangalore,DRUG OFFENSE,37,F,Firearm,No,High
314,15-01-2020,1/14/2020 1:00,4:12:00,Bangalore,ASSAULT,18,F,Firearm,No,High
315,16-01-2020,1/14/2020 2:00,17:13:00,Kanpur,BURGLARY,60,M,Poison,Yes,Medium
316,14-01-2020,1/14/2020 3:00,19:05:00,Delhi,BURGLARY,42,M,Other,Yes,Medium
317,14-01-2020,1/14/2020 4:00,12:47:00,Mumbai,DOMESTIC VIOLENCE,42,F,Knife,Yes,Medium
318,15-01-2020,1/14/2020 5:00,19:04:00,Nashik,COUNTERFEITING,67,M,,No,Low
319,15-01-2020,1/14/2020 6:00,13:56:00,Lucknow,VANDALISM,79,F,Other,No,Low
320,16-01-2020,1/14/2020 7:00,2:59:00,Bangalore,ARSON,41,M,Knife,No,Medium
321,16-01-2020,1/14/2020 8:00,17:56:00,Pune,FRAUD,45,M,Poison,No,Medium
322,15-01-2020,1/14/2020 9:00,15:37:00,Kolkata,TRAFFIC VIOLATION,62,M,,Yes,Low
323,15-01-2020,1/14/2020 10:00,21:12:00,Bangalore,ARSON,64,F,Explosives,No,High
324,15-01-2020,1/14/2020 11:00,18:59:00,Mumbai,FRAUD,67,M,Knife,No,Medium
325,17-01-2020,1/14/2020 12:00,20:43:00,Bangalore,SHOPLIFTING,67,F,Explosives,Yes,High
326,17-01-2020,1/14/2020 13:00,5:46:00,Visakhapatnam,VANDALISM,45,F,Explosives,No,High
327,16-01-2020,1/14/2020 14:00,12:44:00,Patna,ROBBERY,53,F,Poison,No,Medium
328,14-01-2020,1/14/2020 15:00,13:02:00,Bangalore,BURGLARY,68,M,Firearm,No,High
329,15-01-2020,1/14/2020 16:00,2:16:00,Mumbai,ARSON,70,M,Knife,No,Medium
330,17-01-2020,1/14/2020 17:00,16:31:00,Surat,DRUG OFFENSE,42,F,Other,Yes,Low
331,16-01-2020,1/14/2020 18:00,13:53:00,Delhi,ARSON,15,F,Poison,Yes,Medium
332,15-01-2020,1/14/2020 19:00,21:22:00,Delhi,ILLEGAL POSSESSION,57,M,Knife,Yes,Medium
333,15-01-2020,1/14/2020 20:00,7:04:00,Mumbai,COUNTERFEITING,70,M,Explosives,Yes,High
334,16-01-2020,1/14/2020 21:00,13:22:00,Hyderabad,VANDALISM,42,M,,No,Low
335,16-01-2020,1/14/2020 22:00,21:18:00,Bangalore,SHOPLIFTING,77,F,Poison,No,Medium
336,15-01-2020,1/14/2020 23:00,20:02:00,Ahmedabad,SHOPLIFTING,40,F,,Yes,Low
337,15-01-2020,1/15/2020 0:00,15:06:00,Delhi,COUNTERFEITING,53,F,Other,No,Low
338,17-01-2020,1/15/2020 1:00,6:07:00,Faridabad,SEXUAL ASSAULT,21,M,Other,Yes,Low
339,16-01-2020,1/15/2020 2:00,10:01:00,Kanpur,DOMESTIC VIOLENCE,64,F,,Yes,Low
340,15-01-2020,1/15/2020 3:00,17:40:00,Ahmedabad,PUBLIC INTOXICATION,36,F,Knife,Yes,Medium
341,17-01-2020,1/15/2020 4:00,16:24:00,Pune,ROBBERY,14,F,Knife,Yes,Medium
342,15-01-2020,1/15/2020 5:00,4:41:00,Delhi,KIDNAPPING,30,F,Blunt Object,No,High
343,16-01-2020,1/15/2020 6:00,21:41:00,Pune,CYBERCRIME,46,M,Firearm,Yes,High
344,16-01-2020,1/15/2020 7:00,7:58:00,Ghaziabad,ASSAULT,48,F,,Yes,High
345,15-01-2020,1/15/2020 8:00,10:55:00,Meerut,SEXUAL ASSAULT,60,F,Firearm,No,High
346,17-01-2020,1/15/2020 9:00,4:37:00,Delhi,BURGLARY,11,M,Firearm,No,High
347,17-01-2020,1/15/2020 10:00,9:08:00,Mumbai,DOMESTIC VIOLENCE,76,F,Other,No,Low
348,17-01-2020,1/15/2020 11:00,5:33:00,Delhi,ILLEGAL POSSESSION,55,M,Knife,Yes,Medium
349,17-01-2020,1/15/2020 12:00,9:42:00,Lucknow,TRAFFIC VIOLATION,17,F,,No,Low
350,16-01-2020,1/15/2020 13:00,18:19:00,Bangalore,PUBLIC INTOXICATION,50,F,Poison,Yes,Medium
351,18-01-2020,1/15/2020 14:00,5:48:00,Pune,VEHICLE - STOLEN,73,F,Firearm,No,High
352,15-01-2020,1/15/2020 15:00,1:58:00,Mumbai,CYBERCRIME,44,F,Blunt Object,Yes,Low
353,16-01-2020,1/15/2020 16:00,9:30:00,Delhi,ILLEGAL POSSESSION,64,F,Explosives,Yes,High
354,16-01-2020,1/15/2020 17:00,5:24:00,Vasai,EXTORTION,78,F,Explosives,Yes,High
355,16-01-2020,1/15/2020 18:00,0:09:00,Nashik,HOMICIDE,54,F,Other,No,High
356,18-01-2020,1/15/2020 19:00,21:21:00,Pune,BURGLARY,25,F,Poison,No,Medium
357,18-01-2020,1/15/2020 20:00,16:30:00,Delhi,CYBERCRIME,44,M,Knife,No,Medium
358,17-01-2020,1/15/2020 21:00,9:44:00,Lucknow,DRUG OFFENSE,12,F,Firearm,No,High
359,16-01-2020,1/15/2020 22:00,18:11:00,Lucknow,ASSAULT,31,F,Other,Yes,High
360,17-01-2020,1/15/2020 23:00,4:29:00,Kolkata,BURGLARY,14,F,Explosives,Yes,High
361,17-01-2020,1/16/2020 0:00,1:07:00,Meerut,ILLEGAL POSSESSION,14,M,Knife,No,Medium
362,17-01-2020,1/16/2020 1:00,16:35:00,Ludhiana,CYBERCRIME,26,F,Poison,Yes,Medium
363,17-01-2020,1/16/2020 2:00,13:30:00,Jaipur,ILLEGAL POSSESSION,51,F,Firearm,No,High
364,17-01-2020,1/16/2020 3:00,12:08:00,Nagpur,KIDNAPPING,11,F,,No,High
365,19-01-2020,1/16/2020 4:00,6:19:00,Jaipur,IDENTITY THEFT,43,F,,No,Low
366,16-01-2020,1/16/2020 5:00,9:39:00,Nagpur,FRAUD,69,M,,No,Medium
367,16-01-2020,1/16/2020 6:00,8:38:00,Nashik,ILLEGAL POSSESSION,59,M,Knife,No,Medium
368,16-01-2020,1/16/2020 7:00,21:25:00,Chennai,KIDNAPPING,31,M,,No,High
369,19-01-2020,1/16/2020 8:00,11:57:00,Indore,ILLEGAL POSSESSION,46,F,Explosives,No,High
370,19-01-2020,1/16/2020 9:00,2:08:00,Bangalore,COUNTERFEITING,28,M,Poison,Yes,Medium
371,19-01-2020,1/16/2020 10:00,8:59:00,Ghaziabad,EXTORTION,62,F,Knife,No,Medium
372,17-01-2020,1/16/2020 11:00,6:35:00,Delhi,FIREARM OFFENSE,36,F,Knife,No,Medium
373,17-01-2020,1/16/2020 12:00,21:32:00,Delhi,SEXUAL ASSAULT,24,F,Blunt Object,No,Low
374,19-01-2020,1/16/2020 13:00,13:15:00,Meerut,DOMESTIC VIOLENCE,36,F,Other,Yes,Low
375,18-01-2020,1/16/2020 14:00,20:37:00,Delhi,DRUG OFFENSE,28,F,Other,No,Low
376,19-01-2020,1/16/2020 15:00,4:29:00,Lucknow,BURGLARY,29,F,Blunt Object,Yes,Medium
377,16-01-2020,1/16/2020 16:00,17:57:00,Indore,BURGLARY,44,M,Blunt Object,Yes,Medium
378,17-01-2020,1/16/2020 17:00,11:31:00,Mumbai,BURGLARY,27,F,,Yes,Medium
379,19-01-2020,1/16/2020 18:00,0:53:00,Delhi,DRUG OFFENSE,19,F,Knife,No,Medium
380,17-01-2020,1/16/2020 19:00,14:11:00,Ghaziabad,DRUG OFFENSE,36,F,Blunt Object,Yes,Low
381,19-01-2020,1/16/2020 20:00,20:42:00,Surat,IDENTITY THEFT,69,F,Blunt Object,Yes,Low
382,17-01-2020,1/16/2020 21:00,10:33:00,Mumbai,IDENTITY THEFT,63,F,Poison,Yes,Medium
383,17-01-2020,1/16/2020 22:00,8:06:00,Kanpur,SEXUAL ASSAULT,38,F,Other,No,Low
384,19-01-2020,1/16/2020 23:00,2:48:00,Thane,ILLEGAL POSSESSION,73,F,Explosives,No,High
385,19-01-2020,1/17/2020 0:00,15:49:00,Pune,COUNTERFEITING,57,M,Poison,No,Medium
386,19-01-2020,1/17/2020 1:00,6:21:00,Mumbai,IDENTITY THEFT,45,F,Firearm,No,High
387,19-01-2020,1/17/2020 2:00,23:14:00,Indore,COUNTERFEITING,13,F,Poison,No,Medium
388,19-01-2020,1/17/2020 3:00,1:17:00,Rajkot,TRAFFIC VIOLATION,59,F,Poison,Yes,Medium
389,17-01-2020,1/17/2020 4:00,6:55:00,Pune,IDENTITY THEFT,79,F,Other,Yes,Low
390,19-01-2020,1/17/2020 5:00,11:59:00,Nagpur,COUNTERFEITING,19,M,Explosives,No,High
391,20-01-2020,1/17/2020 6:00,7:59:00,Delhi,COUNTERFEITING,51,F,Firearm,No,High
392,19-01-2020,1/17/2020 7:00,17:42:00,Delhi,ILLEGAL POSSESSION,54,F,Knife,Yes,Medium
393,19-01-2020,1/17/2020 8:00,13:19:00,Lucknow,VEHICLE - STOLEN,54,M,Poison,No,Medium
394,19-01-2020,1/17/2020 9:00,4:19:00,Mumbai,CYBERCRIME,56,M,Other,No,Low
395,17-01-2020,1/17/2020 10:00,22:19:00,Ahmedabad,SHOPLIFTING,65,F,Other,No,Low
396,18-01-2020,1/17/2020 11:00,1:40:00,Delhi,DOMESTIC VIOLENCE,35,F,Explosives,No,High
397,20-01-2020,1/17/2020 12:00,6:50:00,Chennai,BURGLARY,69,M,Explosives,No,High
398,19-01-2020,1/17/2020 13:00,0:41:00,Jaipur,ROBBERY,78,F,Firearm,Yes,High
399,17-01-2020,1/17/2020 14:00,4:02:00,Kanpur,COUNTERFEITING,19,F,Explosives,No,High
400,19-01-2020,1/17/2020 15:00,9:27:00,Mumbai,TRAFFIC VIOLATION,67,F,Knife,No,Medium
401,18-01-2020,1/17/2020 16:00,19:49:00,Meerut,DRUG OFFENSE,66,F,Knife,No,Medium
402,18-01-2020,1/17/2020 17:00,3:18:00,Agra,BURGLARY,36,F,,Yes,Medium
403,20-01-2020,1/17/2020 18:00,23:02:00,Kolkata,COUNTERFEITING,52,M,Other,No,Low
404,17-01-2020,1/17/2020 19:00,15:11:00,Varanasi,IDENTITY THEFT,77,F,Explosives,No,High
405,19-01-2020,1/17/2020 20:00,0:27:00,Pune,IDENTITY THEFT,38,F,,Yes,Low
406,19-01-2020,1/17/2020 21:00,1:42:00,Srinagar,BURGLARY,14,F,Poison,Yes,Medium
407,20-01-2020,1/17/2020 22:00,12:06:00,Hyderabad,EXTORTION,69,M,Other,No,Medium
408,18-01-2020,1/17/2020 23:00,16:06:00,Varanasi,DOMESTIC VIOLENCE,52,F,Poison,Yes,Medium
409,18-01-2020,1/18/2020 0:00,11:14:00,Kanpur,PUBLIC INTOXICATION,72,M,Explosives,No,High
410,20-01-2020,1/18/2020 1:00,10:38:00,Chennai,SHOPLIFTING,49,F,Explosives,Yes,High
411,21-01-2020,1/18/2020 2:00,21:32:00,Kolkata,FIREARM OFFENSE,29,M,Poison,Yes,Medium
412,20-01-2020,1/18/2020 3:00,20:04:00,Mumbai,KIDNAPPING,46,M,Knife,Yes,High
413,20-01-2020,1/18/2020 4:00,21:47:00,Bangalore,VEHICLE - STOLEN,60,F,Other,Yes,Low
414,19-01-2020,1/18/2020 5:00,1:23:00,Delhi,FRAUD,30,F,,No,Medium
415,20-01-2020,1/18/2020 6:00,7:58:00,Patna,VEHICLE - STOLEN,52,F,Knife,Yes,Medium
416,21-01-2020,1/18/2020 7:00,19:33:00,Ahmedabad,COUNTERFEITING,23,F,Knife,No,Medium
417,18-01-2020,1/18/2020 8:00,13:59:00,Thane,SHOPLIFTING,47,F,Explosives,Yes,High
418,21-01-2020,1/18/2020 9:00,4:50:00,Delhi,ROBBERY,36,M,Knife,Yes,Medium
419,18-01-2020,1/18/2020 10:00,18:29:00,Ludhiana,DOMESTIC VIOLENCE,40,M,Knife,Yes,Medium
420,19-01-2020,1/18/2020 11:00,23:45:00,Jaipur,ROBBERY,12,F,,Yes,Low
421,19-01-2020,1/18/2020 12:00,18:00:00,Ghaziabad,SEXUAL ASSAULT,66,F,,No,Low
422,20-01-2020,1/18/2020 13:00,17:06:00,Chennai,BURGLARY,33,F,Other,No,Medium
423,18-01-2020,1/18/2020 14:00,3:05:00,Hyderabad,KIDNAPPING,28,M,,Yes,High
424,19-01-2020,1/18/2020 15:00,3:08:00,Mumbai,TRAFFIC VIOLATION,40,F,Knife,No,Medium
425,20-01-2020,1/18/2020 16:00,3:35:00,Lucknow,ILLEGAL POSSESSION,45,M,,Yes,Low
426,21-01-2020,1/18/2020 17:00,12:57:00,Kolkata,CYBERCRIME,73,F,Blunt Object,No,Low
427,20-01-2020,1/18/2020 18:00,12:57:00,Hyderabad,EXTORTION,29,F,Explosives,Yes,High
428,19-01-2020,1/18/2020 19:00,20:36:00,Bangalore,FIREARM OFFENSE,33,F,Poison,Yes,Medium
429,20-01-2020,1/18/2020 20:00,12:48:00,Hyderabad,ILLEGAL POSSESSION,16,M,Other,No,Low
430,19-01-2020,1/18/2020 21:00,20:16:00,Delhi,BURGLARY,46,F,Blunt Object,Yes,Medium
431,20-01-2020,1/18/2020 22:00,5:59:00,Jaipur,IDENTITY THEFT,14,F,Other,Yes,Low
432,21-01-2020,1/18/2020 23:00,8:30:00,Mumbai,ILLEGAL POSSESSION,76,F,Firearm,No,High
433,19-01-2020,1/19/2020 0:00,23:38:00,Kalyan,BURGLARY,61,M,Explosives,No,High
434,19-01-2020,1/19/2020 1:00,20:58:00,Jaipur,SEXUAL ASSAULT,45,M,Poison,No,Medium
435,19-01-2020,1/19/2020 2:00,5:19:00,Jaipur,FRAUD,13,F,Poison,Yes,Medium
436,19-01-2020,1/19/2020 3:00,18:52:00,Delhi,BURGLARY,53,F,Knife,Yes,Medium
437,20-01-2020,1/19/2020 4:00,22:02:00,Surat,ROBBERY,17,M,,No,Low
438,21-01-2020,1/19/2020 5:00,0:09:00,Delhi,PUBLIC INTOXICATION,18,F,Other,Yes,Low
439,19-01-2020,1/19/2020 6:00,22:48:00,Delhi,BURGLARY,18,F,,No,Medium
440,21-01-2020,1/19/2020 7:00,1:19:00,Meerut,DRUG OFFENSE,79,F,Firearm,Yes,High
441,20-01-2020,1/19/2020 8:00,5:16:00,Mumbai,VANDALISM,28,M,Blunt Object,No,Low
442,20-01-2020,1/19/2020 9:00,14:43:00,Delhi,FIREARM OFFENSE,79,F,,No,Low
443,21-01-2020,1/19/2020 10:00,9:01:00,Jaipur,SEXUAL ASSAULT,78,F,,Yes,Low
444,22-01-2020,1/19/2020 11:00,1:54:00,Nagpur,VEHICLE - STOLEN,22,F,Blunt Object,No,Low
445,22-01-2020,1/19/2020 12:00,8:35:00,Hyderabad,ILLEGAL POSSESSION,31,F,,Yes,Low
446,22-01-2020,1/19/2020 13:00,20:08:00,Rajkot,SEXUAL ASSAULT,54,M,,No,Low
447,22-01-2020,1/19/2020 14:00,19:39:00,Surat,KIDNAPPING,35,F,Other,Yes,High
448,21-01-2020,1/19/2020 15:00,0:49:00,Chennai,VEHICLE - STOLEN,64,F,,Yes,Low
449,19-01-2020,1/19/2020 16:00,0:04:00,Pune,COUNTERFEITING,30,F,Explosives,Yes,High
450,21-01-2020,1/19/2020 17:00,20:37:00,Delhi,SEXUAL ASSAULT,69,M,,No,Low
451,20-01-2020,1/19/2020 18:00,23:36:00,Delhi,IDENTITY THEFT,42,F,Poison,No,Medium
452,20-01-2020,1/19/2020 19:00,21:05:00,Bhopal,FIREARM OFFENSE,68,M,Firearm,Yes,High
453,22-01-2020,1/19/2020 20:00,13:06:00,Kolkata,ROBBERY,55,F,,Yes,Low
454,22-01-2020,1/19/2020 21:00,21:25:00,Mumbai,CYBERCRIME,70,F,Knife,Yes,Medium
455,22-01-2020,1/19/2020 22:00,16:26:00,Hyderabad,CYBERCRIME,68,F,Poison,Yes,Medium
456,22-01-2020,1/19/2020 23:00,4:20:00,Jaipur,BURGLARY,56,F,Blunt Object,No,Medium
457,22-01-2020,1/20/2020 0:00,3:37:00,Pune,VANDALISM,62,M,Knife,Yes,Medium
458,22-01-2020,1/20/2020 1:00,16:14:00,Mumbai,ARSON,62,M,Poison,Yes,Medium
459,22-01-2020,1/20/2020 2:00,23:26:00,Pune,CYBERCRIME,44,F,Poison,No,Medium
460,20-01-2020,1/20/2020 3:00,0:18:00,Surat,COUNTERFEITING,58,M,Blunt Object,Yes,Low
461,22-01-2020,1/20/2020 4:00,17:47:00,Kolkata,FRAUD,27,M,Blunt Object,No,Medium
462,22-01-2020,1/20/2020 5:00,6:14:00,Kolkata,SHOPLIFTING,73,F,Blunt Object,No,Low
463,21-01-2020,1/20/2020 6:00,22:13:00,Visakhapatnam,COUNTERFEITING,54,M,Blunt Object,Yes,Low
464,20-01-2020,1/20/2020 7:00,2:28:00,Pune,DOMESTIC VIOLENCE,59,F,Explosives,Yes,High
465,23-01-2020,1/20/2020 8:00,10:01:00,Delhi,FRAUD,27,F,,Yes,Medium
466,20-01-2020,1/20/2020 9:00,4:32:00,Indore,ARSON,53,F,Other,Yes,Low
467,20-01-2020,1/20/2020 10:00,16:12:00,Chennai,FRAUD,39,M,Knife,Yes,Medium
468,21-01-2020,1/20/2020 11:00,17:58:00,Delhi,DRUG OFFENSE,67,F,Blunt Object,Yes,Low
469,23-01-2020,1/20/2020 12:00,1:02:00,Patna,ARSON,74,F,Knife,Yes,Medium
470,21-01-2020,1/20/2020 13:00,8:13:00,Ghaziabad,TRAFFIC VIOLATION,72,F,Other,No,Low
471,20-01-2020,1/20/2020 14:00,12:35:00,Pune,COUNTERFEITING,58,M,,No,Low
472,20-01-2020,1/20/2020 15:00,12:36:00,Kanpur,ILLEGAL POSSESSION,76,F,Firearm,No,High
473,22-01-2020,1/20/2020 16:00,12:11:00,Ludhiana,PUBLIC INTOXICATION,43,F,Knife,Yes,Medium
474,22-01-2020,1/20/2020 17:00,14:29:00,Nagpur,COUNTERFEITING,45,M,Blunt Object,Yes,Low
475,22-01-2020,1/20/2020 18:00,21:56:00,Agra,FIREARM OFFENSE,28,F,Blunt Object,No,Low
476,21-01-2020,1/20/2020 19:00,8:58:00,Delhi,SEXUAL ASSAULT,67,F,Explosives,No,High
477,22-01-2020,1/20/2020 20:00,13:05:00,Hyderabad,ROBBERY,47,M,Other,Yes,Low
478,23-01-2020,1/20/2020 21:00,15:05:00,Mumbai,BURGLARY,77,F,Firearm,No,High
479,22-01-2020,1/20/2020 22:00,1:20:00,Meerut,SHOPLIFTING,57,M,Other,Yes,Low
480,22-01-2020,1/20/2020 23:00,9:13:00,Kolkata,BURGLARY,54,F,Other,No,Medium
481,21-01-2020,1/21/2020 0:00,21:30:00,Bangalore,SEXUAL ASSAULT,39,F,,Yes,Low
482,22-01-2020,1/21/2020 1:00,8:40:00,Ahmedabad,HOMICIDE,12,M,Poison,Yes,High
483,21-01-2020,1/21/2020 2:00,11:42:00,Hyderabad,VEHICLE - STOLEN,24,F,Explosives,No,High
484,23-01-2020,1/21/2020 3:00,12:24:00,Surat,FRAUD,17,M,Knife,No,Medium
485,23-01-2020,1/21/2020 4:00,0:18:00,Hyderabad,TRAFFIC VIOLATION,11,F,,No,Low
486,23-01-2020,1/21/2020 5:00,8:40:00,Ghaziabad,BURGLARY,15,M,Other,Yes,Medium
487,23-01-2020,1/21/2020 6:00,17:49:00,Delhi,EXTORTION,48,M,Firearm,No,High
488,22-01-2020,1/21/2020 7:00,5:39:00,Chennai,CYBERCRIME,32,F,Poison,Yes,Medium
489,23-01-2020,1/21/2020 8:00,13:10:00,Delhi,IDENTITY THEFT,65,M,Explosives,No,High
490,24-01-2020,1/21/2020 9:00,3:22:00,Mumbai,COUNTERFEITING,21,F,,No,Low
491,22-01-2020,1/21/2020 10:00,12:19:00,Chennai,SHOPLIFTING,60,M,Other,Yes,Low
492,23-01-2020,1/21/2020 11:00,2:20:00,Delhi,DRUG OFFENSE,40,F,Blunt Object,No,Low
493,21-01-2020,1/21/2020 12:00,17:40:00,Ahmedabad,VANDALISM,54,F,Other,No,Low
494,22-01-2020,1/21/2020 13:00,15:55:00,Mumbai,VEHICLE - STOLEN,28,F,Firearm,Yes,High
495,22-01-2020,1/21/2020 14:00,8:46:00,Jaipur,IDENTITY THEFT,63,F,Firearm,Yes,High
496,24-01-2020,1/21/2020 15:00,16:28:00,Ludhiana,FIREARM OFFENSE,21,M,Explosives,No,High
497,22-01-2020,1/21/2020 16:00,10:45:00,Kolkata,VEHICLE - STOLEN,75,M,Firearm,Yes,High
498,24-01-2020,1/21/2020 17:00,23:09:00,Mumbai,BURGLARY,16,F,Poison,No,Medium
499,23-01-2020,1/21/2020 18:00,21:14:00,Bangalore,BURGLARY,31,F,Explosives,Yes,High
500,22-01-2020,1/21/2020 19:00,21:10:00,Chennai,ARSON,67,F,Knife,Yes,Medium
501,22-01-2020,1/21/2020 20:00,8:30:00,Mumbai,SHOPLIFTING,18,M,,Yes,Low
502,22-01-2020,1/21/2020 21:00,0:42:00,Bangalore,IDENTITY THEFT,59,F,Blunt Object,No,Low
503,23-01-2020,1/21/2020 22:00,20:41:00,Bangalore,ASSAULT,41,F,Blunt Object,No,High
504,23-01-2020,1/21/2020 23:00,7:27:00,Pune,SHOPLIFTING,70,F,Blunt Object,Yes,Low
505,24-01-2020,1/22/2020 0:00,0:46:00,Nagpur,CYBERCRIME,62,F,Other,No,Low
506,22-01-2020,1/22/2020 1:00,23:28:00,Kolkata,HOMICIDE,16,F,Explosives,Yes,High
507,24-01-2020,1/22/2020 2:00,4:56:00,Chennai,SEXUAL ASSAULT,32,F,Blunt Object,No,Low
508,25-01-2020,1/22/2020 3:00,6:35:00,Jaipur,COUNTERFEITING,10,F,Poison,No,Medium
509,24-01-2020,1/22/2020 4:00,17:15:00,Delhi,ARSON,48,M,Other,No,Low
510,22-01-2020,1/22/2020 5:00,20:00:00,Delhi,DRUG OFFENSE,58,M,Firearm,No,High
511,24-01-2020,1/22/2020 6:00,14:42:00,Meerut,KIDNAPPING,26,F,Explosives,No,High
512,23-01-2020,1/22/2020 7:00,21:05:00,Meerut,PUBLIC INTOXICATION,65,F,Poison,Yes,Medium
513,25-01-2020,1/22/2020 8:00,5:41:00,Jaipur,EXTORTION,71,F,,Yes,Medium
514,25-01-2020,1/22/2020 9:00,22:27:00,Nashik,COUNTERFEITING,62,M,Other,Yes,Low
515,23-01-2020,1/22/2020 10:00,3:59:00,Jaipur,COUNTERFEITING,43,F,Other,Yes,Low
516,25-01-2020,1/22/2020 11:00,3:19:00,Delhi,FRAUD,69,M,Explosives,Yes,High
517,24-01-2020,1/22/2020 12:00,22:42:00,Kalyan,FIREARM OFFENSE,12,F,Blunt Object,No,Low
